name,seed,preprocessor,fischer_reweighting,pca_n_components,classifier,metrics_accuracy_score,metrics_precision,metrics_recall,metrics_f1
exp_260,13,ised,True,16,knn-3,0.9361702127659576,0.984126984126984,0.8857142857142857,0.9323308270676692
exp_261,13,ised,False,16,knn-3,0.8368794326241135,0.8983050847457628,0.7571428571428571,0.8217054263565892
exp_262,13,vggish,True,16,knn-3,0.9290780141843972,0.9838709677419356,0.8714285714285714,0.9242424242424242
exp_263,13,vggish,False,16,knn-3,0.9007092198581559,0.9117647058823528,0.8857142857142857,0.8985507246376812
exp_264,13,openl3-mel128-512-env,True,16,knn-3,0.9432624113475178,0.9428571428571428,0.9428571428571428,0.9428571428571428
exp_265,13,openl3-mel128-512-env,False,16,knn-3,0.9645390070921984,0.9452054794520548,0.9857142857142858,0.9650349650349652
exp_266,13,openl3-mel128-512-music,True,16,knn-3,0.9432624113475178,0.9428571428571428,0.9428571428571428,0.9428571428571428
exp_267,13,openl3-mel128-512-music,False,16,knn-3,0.9361702127659576,0.9420289855072465,0.9285714285714286,0.9352517985611509
exp_268,13,openl3-mel128-6144-env,True,16,knn-3,0.9432624113475178,0.9428571428571428,0.9428571428571428,0.9428571428571428
exp_269,13,openl3-mel128-6144-env,False,16,knn-3,0.9148936170212766,0.9264705882352942,0.9,0.9130434782608696
exp_270,13,openl3-mel128-6144-music,True,16,knn-3,0.9290780141843972,0.9411764705882352,0.9142857142857144,0.927536231884058
exp_271,13,openl3-mel128-6144-music,False,16,knn-3,0.8936170212765957,0.9104477611940298,0.8714285714285714,0.8905109489051095
exp_272,13,openl3-mel256-512-env,True,16,knn-3,0.9432624113475178,0.9428571428571428,0.9428571428571428,0.9428571428571428
exp_273,13,openl3-mel256-512-env,False,16,knn-3,0.9361702127659576,0.9420289855072465,0.9285714285714286,0.9352517985611509
exp_274,13,openl3-mel256-512-music,True,16,knn-3,0.9574468085106383,0.9444444444444444,0.9714285714285714,0.9577464788732396
exp_275,13,openl3-mel256-512-music,False,16,knn-3,0.9361702127659576,0.9420289855072465,0.9285714285714286,0.9352517985611509
exp_276,13,openl3-mel256-6144-env,True,16,knn-3,0.9361702127659576,0.9420289855072465,0.9285714285714286,0.9352517985611509
exp_277,13,openl3-mel256-6144-env,False,16,knn-3,0.9007092198581559,0.9375,0.8571428571428571,0.8955223880597014
exp_278,13,openl3-mel256-6144-music,True,16,knn-3,0.9574468085106383,0.9444444444444444,0.9714285714285714,0.9577464788732396
exp_279,13,openl3-mel256-6144-music,False,16,knn-3,0.9219858156028368,0.927536231884058,0.9142857142857144,0.9208633093525179
